timestamp,MVRV Z-Score,Price [USD]
1436572800000,0.027,291.64
1436659200000,0.122,310.55
1436745600000,0.03,292.68
1436832000000,0.003,287.55
1436918400000,-0.006,285.67
1437004800000,-0.046,277.89
1437091200000,-0.038,279.43
1437177600000,-0.051,276.79
1437264000000,-0.058,275.47
1437350400000,-0.039,278.96
1437436800000,-0.05,276.76
1437523200000,-0.045,277.68
1437609600000,-0.051,276.61
1437696000000,0.013,289.01
1437782400000,0.011,288.78
1437868800000,0.034,293.19
1437955200000,0.039,294.29
1438041600000,0.037,294.01
1438128000000,0.016,289.85
1438214400000,0.007,288.01
1438300800000,-0.012,284.33
1438387200000,-0.034,280.19
1438473600000,-0.023,282.32
1438560000000,-0.032,280.43
1438646400000,-0.008,285
1438732800000,-0.028,281.13
1438819200000,-0.047,277.48
1438905600000,-0.035,279.63
1438992000000,-0.126,262.19
1439078400000,-0.104,265.05
1439164800000,-0.107,264.33
1439251200000,-0.072,271.15
1439337600000,-0.089,267.73
1439424000000,-0.106,264.48
1439510400000,-0.1,265.4
1439596800000,-0.12,261.46
1439683200000,-0.147,256.11
1439769600000,-0.144,256.47
1439856000000,-0.307,224.8
1439942400000,-0.293,226.92
1440028800000,-0.247,235.54
1440115200000,-0.256,233.49
1440201600000,-0.269,231
1440288000000,-0.28,228.89
1440374400000,-0.376,209.72
1440460800000,-0.302,222.38
1440547200000,-0.281,225.8
1440633600000,-0.285,225.09
1440720000000,-0.25,231.65
1440806400000,-0.256,230.54
1440892800000,-0.264,229
1440979200000,-0.259,229.86
1441065600000,-0.268,227.96
1441152000000,-0.261,229.18
1441238400000,-0.27,227.28
1441324800000,-0.253,230.52
1441411200000,-0.226,235.6
1441497600000,-0.202,240.28
1441584000000,-0.202,240.19
1441670400000,-0.181,244.21
1441756800000,-0.212,238.35
1441843200000,-0.209,238.66
1441929600000,-0.202,240
1442016000000,-0.229,234.79
1442102400000,-0.256,229.66
1442188800000,-0.255,229.71
1442275200000,-0.253,230.03
1442361600000,-0.262,228.34
1442448000000,-0.241,232.17
1442534400000,-0.236,233.12
1442620800000,-0.252,230
1442707200000,-0.251,230.16
1442793600000,-0.272,226.15
1442880000000,-0.25,230.42
1442966400000,-0.254,229.42
1443052800000,-0.23,233.86
1443139200000,-0.223,235.22
1443225600000,-0.23,233.81
1443312000000,-0.238,232.41
1443398400000,-0.201,239.14
1443484800000,-0.213,236.94
1443571200000,-0.217,236.2
1443657600000,-0.211,237.15
1443744000000,-0.208,237.77
1443830400000,-0.202,238.95
1443916800000,-0.204,238.6
1444003200000,-0.192,240.84
1444089600000,-0.162,246.57
1444176000000,-0.179,243.2
1444262400000,-0.18,242.9
1444348800000,-0.171,244.48
1444435200000,-0.165,245.71
1444521600000,-0.152,248.05
1444608000000,-0.162,245.81
1444694400000,-0.142,249.73
1444780800000,-0.126,252.47
1444867200000,-0.116,254.49
1444953600000,-0.07,263.09
1445040000000,-0.034,270.07
1445126400000,-0.082,261.05
1445212800000,-0.068,263.66
1445299200000,-0.032,270.64
1445385600000,-0.047,267.89
1445472000000,-0.009,275.21
1445558400000,0.009,278.6
1445644800000,0.031,282.84
1445731200000,0.036,283.96
1445817600000,0.051,286.9
1445904000000,0.095,295.54
1445990400000,0.147,305.67
1446076800000,0.193,314.82
1446163200000,0.262,328.65
1446249600000,0.162,310.18
1446336000000,0.243,325.78
1446422400000,0.427,361.26
1446508800000,0.645,404.06
1446595200000,0.654,408
1446681600000,0.528,385.5
1446768000000,0.468,374.47
1446854400000,0.513,383.53
1446940800000,0.455,372.65
1447027200000,0.481,377.9
1447113600000,0.265,336.8
1447200000000,0.125,309.91
1447286400000,0.271,337.17
1447372800000,0.269,336.99
1447459200000,0.247,333
1447545600000,0.175,319.28
1447632000000,0.237,330.83
1447718400000,0.263,336.08
1447804800000,0.26,335.65
1447891200000,0.209,326.02
1447977600000,0.188,322.04
1448064000000,0.212,326.5
1448150400000,0.199,324.2
1448236800000,0.195,323.48
1448323200000,0.175,319.7
1448409600000,0.224,328.9
1448496000000,0.353,353.21
1448582400000,0.373,357.14
1448668800000,0.371,356.95
1448755200000,0.448,371.48
1448841600000,0.473,376.71
1448928000000,0.399,363.06
1449014400000,0.376,358.89
1449100800000,0.39,361.42
1449187200000,0.401,363.62
1449273600000,0.53,388
1449360000000,0.528,388.24
1449446400000,0.565,395.57
1449532800000,0.681,417.89
1449619200000,0.67,416.98
1449705600000,0.66,415.57
1449792000000,0.856,453.04
1449878400000,0.763,436.19
1449964800000,0.745,433.07
1450051200000,0.795,443.36
1450137600000,0.904,464.53
1450224000000,0.855,455.87
1450310400000,0.855,456.17
1450396800000,0.886,462.46
1450483200000,0.879,461.8
1450569600000,0.775,442.54
1450656000000,0.75,438.07
1450742400000,0.735,435.48
1450828800000,0.771,442.56
1450915200000,0.835,455
1451001600000,0.835,455.51
1451088000000,0.631,417.39
1451174400000,0.655,421.76
1451260800000,0.653,421.46
1451347200000,0.708,431.82
1451433600000,0.676,425.84
1451520000000,0.701,430.89
1451606400000,0.716,433.82
1451692800000,0.714,433.55
1451779200000,0.7,431.04
1451865600000,0.715,434.17
1451952000000,0.705,432.43
1452038400000,0.689,429.56
1452124800000,0.83,457
1452211200000,0.805,452.7
1452297600000,0.784,448.84
1452384000000,0.78,448.79
1452470400000,0.774,448
1452556800000,0.702,434.85
1452643200000,0.691,432.64
1452729600000,0.674,429.55
1452816000000,0.306,360
1452902400000,0.45,386.91
1452988800000,0.414,380.16
1453075200000,0.443,385.49
1453161600000,0.397,376.76
1453248000000,0.607,416.32
1453334400000,0.57,409.59
1453420800000,0.433,382.55
1453507200000,0.454,386.4
1453593600000,0.538,402.16
1453680000000,0.476,390.9
1453766400000,0.481,391.77
1453852800000,0.497,394.95
1453939200000,0.417,379.75
1454025600000,0.411,378.22
1454112000000,0.397,375.64
1454198400000,0.359,368.49
1454284800000,0.38,371.81
1454371200000,0.387,373.05
1454457600000,0.364,368.38
1454544000000,0.466,387.82
1454630400000,0.451,385
1454716800000,0.4,375.39
1454803200000,0.398,375
1454889600000,0.377,370.91
1454976000000,0.39,373.2
1455062400000,0.424,379.66
1455148800000,0.415,377.98
1455235200000,0.443,383.27
1455321600000,0.484,390.99
1455408000000,0.557,405
1455494400000,0.526,399.28
1455580800000,0.568,407.51
1455667200000,0.608,415.54
1455753600000,0.637,421.18
1455840000000,0.625,419.54
1455926400000,0.704,434.63
1456012800000,0.724,438.5
1456099200000,0.721,438.27
1456185600000,0.618,419.1
1456272000000,0.642,423.78
1456358400000,0.64,423.51
1456444800000,0.684,432
1456531200000,0.678,431.07
1456617600000,0.68,431.68
1456704000000,0.696,435.23
1456790400000,0.678,432.5
1456876800000,0.628,423.45
1456963200000,0.611,420.29
1457049600000,0.545,408.01
1457136000000,0.501,399.83
1457222400000,0.535,406.23
1457308800000,0.575,414.01
1457395200000,0.563,411.75
1457481600000,0.57,413
1457568000000,0.585,416
1457654400000,0.602,419.13
1457740800000,0.557,410.9
1457827200000,0.568,413.04
1457913600000,0.578,414.99
1458000000000,0.582,415.85
1458086400000,0.585,416.57
1458172800000,0.594,418.49
1458259200000,0.537,407.91
1458345600000,0.544,409.04
1458432000000,0.556,411.28
1458518400000,0.557,411.67
1458604800000,0.582,416.64
1458691200000,0.587,417.62
1458777600000,0.573,415.17
1458864000000,0.575,415.7
1458950400000,0.581,416.96
1459036800000,0.621,424.77
1459123200000,0.61,422.87
1459209600000,0.572,415.95
1459296000000,0.56,413.74
1459382400000,0.564,414.66
1459468800000,0.573,416.31
1459555200000,0.587,419
1459641600000,0.587,419.11
1459728000000,0.584,418.75
1459814400000,0.605,422.71
1459900800000,0.594,421.03
1459987200000,0.585,420
1460073600000,0.573,417.75
1460160000000,0.575,418.24
1460246400000,0.583,420.04
1460332800000,0.596,422.69
1460419200000,0.61,425.54
1460505600000,0.601,423.93
1460592000000,0.606,424.86
1460678400000,0.629,429.45
1460764800000,0.635,430.69
1460851200000,0.618,427.42
1460937600000,0.621,428.14
1461024000000,0.66,435.63
1461110400000,0.693,442.13
1461196800000,0.739,451
1461283200000,0.719,447.7
1461369600000,0.741,451.92
1461456000000,0.782,460.02
1461542400000,0.791,462.33
1461628800000,0.816,467.42
1461715200000,0.698,445.38
1461801600000,0.717,449.14
1461888000000,0.755,456.53
1461974400000,0.711,448.37
1462060800000,0.734,453
1462147200000,0.686,444.06
1462233600000,0.72,450.61
1462320000000,0.698,446.63
1462406400000,0.707,448.5
1462492800000,0.759,458.48
1462579200000,0.756,458.07
1462665600000,0.755,458.21
1462752000000,0.768,460.82
1462838400000,0.718,451.62
1462924800000,0.724,452.91
1463011200000,0.735,455.2
1463097600000,0.738,455.91
1463184000000,0.735,455.57
1463270400000,0.745,457.56
1463356800000,0.726,454
1463443200000,0.715,453.08
1463529600000,0.713,452.92
1463616000000,0.625,436.3
1463702400000,0.658,442.72
1463788800000,0.66,443.31
1463875200000,0.636,438.8
1463961600000,0.657,442.99
1464048000000,0.662,443.97
1464134400000,0.686,448.7
1464220800000,0.703,452.07
1464307200000,0.803,472.05
1464393600000,1.048,519.41
1464480000000,1.034,517.84
1464566400000,1.081,527.64
1464652800000,1.098,531.84
1464739200000,1.121,536.95
1464825600000,1.12,538
1464912000000,1.285,569.94
1464998400000,1.301,573.8
1465084800000,1.298,573.91
1465171200000,1.348,584.5
1465257600000,1.307,577.54
1465344000000,1.332,583.03
1465430400000,1.286,575.01
1465516800000,1.298,578.01
1465603200000,1.463,610
1465689600000,1.776,672.13
1465776000000,1.923,704.49
1465862400000,1.813,685.25
1465948800000,1.852,695
1466035200000,2.2,766.62
1466121600000,2.076,745.22
1466208000000,2.117,754.83
1466294400000,2.143,761.44
1466380800000,1.977,730.85
1466467200000,1.642,667.54
1466553600000,1.302,601.3
1466640000000,1.423,624.91
1466726400000,1.609,661.71
1466812800000,1.595,659.86
1466899200000,1.44,630.16
1466985600000,1.577,657.5
1467072000000,1.515,646.08
1467158400000,1.452,634.11
1467244800000,1.62,667.95
1467331200000,1.652,674.86
1467417600000,1.789,702.48
1467504000000,1.558,658.27
1467590400000,1.668,680.35
1467676800000,1.604,668.94
1467763200000,1.63,674.7
1467849600000,1.442,638.19
1467936000000,1.565,663
1468022400000,1.483,647.78
1468108800000,1.485,648.76
1468195200000,1.484,649.32
1468281600000,1.553,663.52
1468368000000,1.507,655.06
1468454400000,1.525,659.1
1468540800000,1.551,664.6
1468627200000,1.537,662.45
1468713600000,1.619,679.54
1468800000000,1.578,672.1
1468886400000,1.581,673.48
1468972800000,1.546,667.03
1469059200000,1.528,663.99
1469145600000,1.455,649.95
1469232000000,1.482,655.52
1469318400000,1.507,661.47
1469404800000,1.471,654.96
1469491200000,1.45,651.24
1469577600000,1.458,653.48
1469664000000,1.454,653.07
1469750400000,1.459,654.61
1469836800000,1.457,654.67
1469923200000,1.301,623.83
1470009600000,1.214,606.35
1470096000000,0.889,540
1470182400000,1.007,563.42
1470268800000,1.068,576.13
1470355200000,1.049,572.5
1470441600000,1.134,589.48
1470528000000,1.147,592.47
1470614400000,1.143,591.88
1470700800000,1.097,582.75
1470787200000,1.135,590.27
1470873600000,1.11,585.22
1470960000000,1.112,585.91
1471046400000,1.099,583.52
1471132800000,1.025,568.76
1471219200000,1.009,565.55
1471305600000,1.055,574.99
1471392000000,1.034,570.91
1471478400000,1.036,571.49
1471564800000,1.042,572.91
1471651200000,1.064,577.88
1471737600000,1.061,577.55
1471824000000,1.086,582.78
1471910400000,1.072,580.23
1471996800000,1.059,577.58
1472083200000,1.046,575.71
1472169600000,1.06,578.78
1472256000000,1.007,568.31
1472342400000,1.031,573.2
1472428800000,1.023,571.5
1472515200000,1.043,575.91
1472601600000,1.015,570.75
1472688000000,1.016,571.05
1472774400000,1.02,572
1472860800000,1.132,595.01
1472947200000,1.173,603.72
1473033600000,1.17,603.48
1473120000000,1.191,608.16
1473206400000,1.223,615.16
1473292800000,1.272,625.67
1473379200000,1.252,622.01
1473465600000,1.249,621.65
1473552000000,1.172,606.32
1473638400000,1.179,608.04
1473724800000,1.173,607.46
1473811200000,1.177,608.5
1473897600000,1.167,606.71
1473984000000,1.16,605.69
1474070400000,1.151,604.1
1474156800000,1.169,608
1474243200000,1.171,608.72
1474329600000,1.13,600.94
1474416000000,1.102,595.46
1474502400000,1.101,595.41
1474588800000,1.13,601.42
1474675200000,1.119,599.33
1474761600000,1.115,598.98
1474848000000,1.15,606.47
1474934400000,1.138,604.26
1475020800000,1.135,603.95
1475107200000,1.142,605.6
1475193600000,1.154,608.23
1475280000000,1.176,612.98
1475366400000,1.153,608.6
1475452800000,1.163,611.16
1475539200000,1.142,607.19
1475625600000,1.147,608.49
1475712000000,1.154,610.25
1475798400000,1.175,614.88
1475884800000,1.17,614.34
1475971200000,1.163,613.06
1476057600000,1.176,616
1476144000000,1.283,639
1476230400000,1.257,634.5
1476316800000,1.253,634.02
1476403200000,1.271,638.2
1476489600000,1.259,635.96
1476576000000,1.271,638.97
1476662400000,1.257,636.91
1476748800000,1.25,635.95
1476835200000,1.21,627.98
1476921600000,1.213,628.89
1477008000000,1.21,629
1477094400000,1.331,654.52
1477180800000,1.301,648.74
1477267200000,1.298,648.6
1477353600000,1.311,651.97
1477440000000,1.417,675.11
1477526400000,1.457,684.71
1477612800000,1.459,685.91
1477699200000,1.575,711.13
1477785600000,1.506,697.23
1477872000000,1.5,697.01
1477958400000,1.636,726.6
1478044800000,1.704,742
1478131200000,1.432,685.22
1478217600000,1.512,702.7
1478304000000,1.513,703.46
1478390400000,1.541,709.93
1478476800000,1.505,702.86
1478563200000,1.531,709.31
1478649600000,1.583,721.5
1478736000000,1.546,714.47
1478822400000,1.552,716.39
1478908800000,1.484,702.28
1478995200000,1.473,700.38
1479081600000,1.486,703.82
1479168000000,1.517,711.06
1479254400000,1.644,739.71
1479340800000,1.618,735.24
1479427200000,1.677,748.98
1479513600000,1.682,750.75
1479600000000,1.569,727.09
1479686400000,1.61,736.76
1479772800000,1.663,749.22
1479859200000,1.617,740.18
1479945600000,1.586,735.63
1480032000000,1.59,737.07
1480118400000,1.554,729.91
1480204800000,1.539,727.32
1480291200000,1.546,729.54
1480377600000,1.549,730.76
1480464000000,1.597,742.06
1480550400000,1.637,751.54
1480636800000,1.715,769.99
1480723200000,1.657,760.75
1480809600000,1.66,762
1480896000000,1.602,750.24
1480982400000,1.639,758.98
1481068800000,1.658,763.99
1481155200000,1.666,766.84
1481241600000,1.675,769.57
1481328000000,1.683,772.28
1481414400000,1.664,768.97
1481500800000,1.696,776.9
1481587200000,1.685,775.35
1481673600000,1.689,777.09
1481760000000,1.679,775.89
1481846400000,1.699,781.32
1481932800000,1.728,788.52
1482019200000,1.724,788.67
1482105600000,1.731,791
1482192000000,1.76,798.65
1482278400000,1.904,832.75
1482364800000,2.016,859.96
1482451200000,2.243,914
1482537600000,2.139,892.61
1482624000000,2.124,890.67
1482710400000,2.145,897.1
1482796800000,2.284,930.34
1482883200000,2.474,976.47
1482969600000,2.429,969.58
1483056000000,2.373,959.54
1483142400000,2.395,966.3
1483228800000,2.524,997.75
1483315200000,2.575,1012.54
1483401600000,2.659,1035.24
1483488000000,2.982,1114.92
1483574400000,2.47,1004.74
1483660800000,1.983,893.89
1483747200000,2.033,906.2
1483833600000,2.043,909.75
1483920000000,1.979,896.23
1484006400000,2.012,905.05
1484092800000,1.465,778.62
1484179200000,1.589,807.47
1484265600000,1.667,825.86
1484352000000,1.632,818.27
1484438400000,1.645,821.86
1484524800000,1.686,831.81
1484611200000,2,905.99
1484697600000,1.916,887.7
1484784000000,1.968,901.01
1484870400000,1.941,895.8
1484956800000,2.049,921.98
1485043200000,2.05,923.76
1485129600000,2,913.52
1485216000000,1.875,885.47
1485302400000,1.903,893.43
1485388800000,1.988,914.83
1485475200000,1.997,918.02
1485561600000,1.996,918.6
1485648000000,1.959,912.01
1485734400000,1.988,919.99
1485820800000,2.168,963.99
1485907200000,2.243,983.67
1485993600000,2.341,1009.17
1486080000000,2.363,1016.99
1486166400000,2.422,1033.18
1486252800000,2.322,1011.07
1486339200000,2.367,1023.99
1486425600000,2.475,1052.48
1486512000000,2.456,1050.4
1486598400000,2.18,986
1486684800000,2.213,996.08
1486771200000,2.275,1012.4
1486857600000,2.221,1000.73
1486944000000,2.213,1000.79
1487030400000,2.24,1008.88
1487116800000,2.245,1011.53
1487203200000,2.325,1032.7
1487289600000,2.408,1055.46
1487376000000,2.403,1056.4
1487462400000,2.377,1051.8
1487548800000,2.501,1084
1487635200000,2.654,1124.62
1487721600000,2.66,1130.01
1487808000000,2.879,1188.11
1487894400000,2.826,1180.14
1487980800000,2.703,1152.2
1488067200000,2.802,1179.05
1488153600000,2.851,1194.64
1488240000000,2.825,1191.21
1488326400000,2.95,1226.39
1488412800000,3.055,1257.6
1488499200000,3.144,1285.33
1488585600000,3.029,1260
1488672000000,3.067,1273
1488758400000,3.071,1278.49
1488844800000,2.879,1233.05
1488931200000,2.543,1150.05
1489017600000,2.695,1190.89
1489104000000,2.399,1116.97
1489190400000,2.623,1176.55
1489276800000,2.808,1226.62
1489363200000,2.849,1242.46
1489449600000,2.849,1245.86
1489536000000,2.877,1257.32
1489622400000,2.54,1172.62
1489708800000,2.145,1071.02
1489795200000,1.753,969.4
1489881600000,1.936,1017.97
1489968000000,2.002,1035.96
1490054400000,2.292,1114.39
1490140800000,1.992,1037.56
1490227200000,1.959,1029.65
1490313600000,1.575,929.06
1490400000000,1.674,956.02
1490486400000,1.685,960
1490572800000,1.983,1039.92
1490659200000,1.992,1043.99
1490745600000,1.957,1035.96
1490832000000,1.943,1033.7
1490918400000,2.072,1070.31
1491004800000,2.117,1083.94
1491091200000,2.089,1078.01
1491177600000,2.33,1144.77
1491264000000,2.315,1143
1491350400000,2.275,1134.58
1491436800000,2.474,1190.85
1491523200000,2.461,1190.66
1491609600000,2.429,1184.03
1491696000000,2.502,1206.2
1491782400000,2.503,1209.25
1491868800000,2.529,1218.99
1491955200000,2.493,1212.17
1492041600000,2.342,1172.91
1492128000000,2.326,1170.34
1492214400000,2.331,1173.45
1492300800000,2.285,1162.31
1492387200000,2.328,1176.54
1492473600000,2.414,1202.58
1492560000000,2.411,1203.98
1492646400000,2.51,1234.19
1492732800000,2.535,1243.61
1492819200000,2.49,1233.2
1492905600000,2.514,1241.99
1492992000000,2.545,1253.58
1493078400000,2.59,1269
1493164800000,2.646,1287.99
1493251200000,2.788,1331.53
1493337600000,2.768,1330.7
1493424000000,2.765,1333
1493510400000,2.814,1350.21
1493596800000,2.938,1390.86
1493683200000,3.118,1447.75
1493769600000,3.292,1503.22
1493856000000,3.38,1537.23
1493942400000,3.276,1514.9
1494028800000,3.406,1558.02
1494115200000,3.373,1554.01
1494201600000,3.671,1649.54
1494288000000,3.879,1720.28
1494374400000,4.024,1772.58
1494460800000,4.172,1828.45
1494547200000,3.679,1691.51
1494633600000,3.942,1776.89
1494720000000,3.943,1784
1494806400000,3.655,1705.48
1494892800000,3.616,1700.01
1494979200000,3.858,1782.99
1495065600000,4.145,1878.99
1495152000000,4.364,1958
1495238400000,4.508,2013.99
1495324800000,4.48,2017.55
1495411200000,4.685,2099.97
1495497600000,5.142,2264.23
1495584000000,5.561,2420.29
1495670400000,5.078,2292.53
1495756800000,4.979,2279.82
1495843200000,4.203,2042
1495929600000,4.594,2178.81
1496016000000,4.9,2292.1
1496102400000,4.586,2203.51
1496188800000,4.823,2298.01
1496275200000,5.116,2413.63
1496361600000,5.286,2488.94
1496448000000,5.382,2540.94
1496534400000,5.295,2530.27
1496620800000,5.718,2698
1496707200000,6.165,2880.74
1496793600000,5.529,2683.03
1496880000000,5.81,2806
1496966400000,5.785,2822.32
1497052800000,5.924,2899.99
1497139200000,6,2954.22
1497225600000,5.134,2667.06
1497312000000,5.168,2703.02
1497398400000,4.437,2450
1497484800000,4.338,2424.91
1497571200000,4.461,2484.68
1497657600000,4.813,2630
1497744000000,4.465,2516.98
1497830400000,4.635,2598
1497916800000,4.958,2740
1498003200000,4.698,2657.04
1498089600000,4.799,2713.48
1498176000000,4.685,2685.05
1498262400000,4.326,2557.66
1498348800000,4.159,2502.03
1498435200000,3.932,2421.22
1498521600000,4.265,2565
1498608000000,4.219,2559.9
1498694400000,4.142,2541.59
1498780800000,3.922,2465.49
1498867200000,3.77,2412.41
1498953600000,3.973,2504.37
1499040000000,4.055,2550.47
1499126400000,4.139,2596.12
1499212800000,4.122,2602.9
1499299200000,4.088,2600.39
1499385600000,3.821,2501.46
1499472000000,3.915,2550.07
1499558400000,3.781,2502.28
1499644800000,3.344,2323.45
1499731200000,3.289,2305.98
1499817600000,3.467,2388
1499904000000,3.338,2339.99
1499990400000,3.03,2213.37
1500076800000,2.462,1970.51
1500163200000,2.338,1917.63
1500249600000,3.037,2226
1500336000000,3.2,2303.71
1500422400000,3.096,2265.21
1500508800000,4.452,2875.03
1500595200000,3.953,2670
1500681600000,4.29,2832.71
1500768000000,4.072,2749.02
1500854400000,4.067,2759.98
1500940800000,3.592,2564.82
1501027200000,3.484,2524.99
1501113600000,3.764,2666.33
1501200000000,3.949,2777.01
1501286400000,3.682,2680.56
1501372800000,3.751,2742.37
1501459200000,3.915,2855.81
1501545600000,3.599,2731
1501632000000,3.503,2703.51
1501718400000,3.653,2793.37
1501804800000,3.719,2855
1501891200000,4.521,3263.62
1501977600000,4.357,3222.75
1502064000000,4.622,3387.55
1502150400000,4.6,3412.41
1502236800000,4.397,3342.99
1502323200000,4.49,3413.03
1502409600000,4.906,3645.06
1502496000000,5.258,3855.1
1502582400000,5.578,4053.87
1502668800000,5.979,4306.23
1502755200000,5.6,4155.67
1502841600000,5.948,4378.84
1502928000000,5.658,4276.5
1503014400000,5.25,4100
1503100800000,5.177,4099.55
1503187200000,5.026,4058.68
1503273600000,4.84,3987.52
1503360000000,4.961,4085
1503446400000,4.941,4108.12
1503532800000,5.234,4300.34
1503619200000,5.274,4355.98
1503705600000,5.174,4333.38
1503792000000,5.127,4337.68
1503878400000,5.141,4379.99
1503964800000,5.411,4578.82
1504051200000,5.334,4573.2
1504137600000,5.529,4734.26
1504224000000,5.763,4921.7
1504310400000,5.153,4599.9
1504396800000,5.109,4606.26
1504483200000,4.513,4277
1504569600000,4.667,4396.52
1504656000000,4.955,4605.8
1504742400000,4.902,4615
1504828800000,4.375,4312
1504915200000,4.338,4308.72
1505001600000,4.168,4226.22
1505088000000,4.108,4207.31
1505174400000,4.024,4172.56
1505260800000,3.526,3865.34
1505347200000,2.531,3227.79
1505433600000,3.251,3700.01
1505520000000,3.2,3678.93
1505606400000,3.161,3662.99
1505692800000,3.813,4101.6
1505779200000,3.464,3888.8
1505865600000,3.423,3874.46
1505952000000,3.018,3617.05
1506038400000,2.997,3612.18
1506124800000,3.234,3779.17
1506211200000,3.047,3664.22
1506297600000,3.389,3918
1506384000000,3.324,3888.03
1506470400000,3.759,4199.29
1506556800000,3.709,4184.84
1506643200000,3.655,4164.82
1506729600000,3.86,4326.09
1506816000000,3.907,4377.22
1506902400000,3.894,4391.48
1506988800000,3.758,4315.83
1507075200000,3.597,4219.53
1507161600000,3.679,4301.09
1507248000000,3.742,4362.95
1507334400000,3.801,4423.3
1507420800000,4.015,4597.98
1507507200000,4.203,4764.7
1507593600000,4.14,4749.29
1507680000000,4.207,4822.01
1507766400000,5.007,5445
1507852800000,5.216,5653.6
1507939200000,5.354,5801.29
1508025600000,5.134,5679.7
1508112000000,5.16,5745.72
1508198400000,4.909,5597.31
1508284800000,4.84,5582.05
1508371200000,4.934,5698.69
1508457600000,5.237,5977.29
1508544000000,5.228,6013.46
1508630400000,5.108,5969
1508716800000,4.902,5871.17
1508803200000,4.419,5523.4
1508889600000,4.639,5735.88
1508976000000,4.786,5890
1509062400000,4.597,5771.89
1509148800000,4.511,5730.69
1509235200000,4.956,6137.37
1509321600000,4.882,6119.99
1509408000000,5.2,6434.21
1509494400000,5.487,6741.59
1509580800000,5.735,7030
1509667200000,5.79,7146.82
1509753600000,5.988,7388.83
1509840000000,5.887,7372.72
1509926400000,5.366,6967.68
1510012800000,5.479,7130.28
1510099200000,5.761,7450.32
1510185600000,5.355,7148
1510272000000,4.692,6588.18
1510358400000,4.395,6355.13
1510444800000,3.802,5870.37
1510531200000,4.449,6525.17
1510617600000,4.494,6609
1510704000000,5.147,7294
1510790400000,5.637,7846.96
1510876800000,5.369,7674.99
1510963200000,5.4,7771.03
1511049600000,5.579,8016.58
1511136000000,5.706,8226.17
1511222400000,5.491,8095.23
1511308800000,5.54,8214.69
1511395200000,5.257,7989
1511481600000,5.383,8199.19
1511568000000,5.795,8717.99
1511654400000,6.221,9271.06
1511740800000,6.513,9708.07
1511827200000,6.526,9868.82
1511913600000,6.359,9824.68
1512000000000,6.365,9947.67
1512086400000,7.04,10840.45
1512172800000,6.939,10872
1512259200000,7.149,11250
1512345600000,7.318,11613.07
1512432000000,7.231,11677
1512518400000,8.644,13623.5
1512604800000,10.616,16599.99
1512691200000,9.63,15800
1512777600000,8.483,14607.49
1512864000000,8.351,14691
1512950400000,9.427,16470
1513036800000,9.256,16650.01
1513123200000,8.723,16250
1513209600000,8.619,16404.99
1513296000000,9.117,17471.5
1513382400000,9.994,19187.78
1513468800000,9.549,18953
1513555200000,9.287,18940.57
1513641600000,8.305,17700
1513728000000,7.364,16466.98
1513814400000,6.719,15600.01
1513900800000,5.674,14009.79
1513987200000,5.965,14619
1514073600000,5.618,14157.87
1514160000000,5.415,13911.28
1514246400000,6.401,15764.44
1514332800000,6.066,15364.93
1514419200000,5.486,14470.07
1514505600000,5.349,14340
1514592000000,4.346,12640
1514678400000,4.99,13880
1514764800000,4.709,13443.41
1514851200000,5.321,14678.94
1514937600000,5.513,15155.62
1515024000000,5.431,15143.67
1515110400000,6.272,16928
1515196800000,6.285,17149.67
1515283200000,5.655,16124.02
1515369600000,5.026,14999.99
1515456000000,4.675,14403.51
1515542400000,4.873,14890.02
1515628800000,4.008,13243.83
1515715200000,4.242,13781.41
1515801600000,4.414,14197.78
1515888000000,4.11,13647.99
1515974400000,4.063,13607.04
1516060800000,2.967,11386.34
1516147200000,2.864,11191.35
1516233600000,2.885,11247.57
1516320000000,3.021,11552
1516406400000,3.592,12775.99
1516492800000,2.996,11558.87
1516579200000,2.63,10808.99
1516665600000,2.647,10851.82
1516752000000,2.898,11400.96
1516838400000,2.772,11155.54
1516924800000,2.727,11092.95
1517011200000,2.881,11446.54
1517097600000,2.971,11685.58
1517184000000,2.717,11162.62
1517270400000,2.168,9971
1517356800000,2.247,10149
1517443200000,1.719,8998.99
1517529600000,1.658,8838.83
1517616000000,1.837,9225.86
1517702400000,1.356,8191
1517788800000,0.766,6874.27
1517875200000,1.169,7737.37
1517961600000,1.108,7588.01
1518048000000,1.418,8259.76
1518134400000,1.616,8693.98
1518220800000,1.552,8560
1518307200000,1.327,8067
1518393600000,1.702,8899
1518480000000,1.531,8522.99
1518566400000,1.963,9490.98
1518652800000,2.189,10018
1518739200000,2.26,10196
1518825600000,2.657,11101
1518912000000,2.341,10421.06
1518998400000,2.665,11173
1519084800000,2.675,11233.41
1519171200000,2.317,10449.4
1519257600000,2.013,9843.34
1519344000000,2.148,10166.1
1519430400000,1.935,9689.99
1519516800000,1.887,9590.04
1519603200000,2.204,10324.7
1519689600000,2.302,10566.3
1519776000000,2.182,10314.9
1519862400000,2.429,10903.13
1519948800000,2.474,11029.99
1520035200000,2.644,11445
1520121600000,2.639,11463.27
1520208000000,2.606,11419.24
1520294400000,2.297,10723.76
1520380800000,1.948,9913.03
1520467200000,1.68,9285.32
1520553600000,1.665,9230
1520640000000,1.478,8791.47
1520726400000,1.792,9535.04
1520812800000,1.614,9120.75
1520899200000,1.622,9142.32
