timestamp,MVRV Z-Score,Price [USD]
1520985600000,1.223,8196.69
1521072000000,1.254,8265.05
1521158400000,1.253,8258.54
1521244800000,1.086,7860.83
1521331200000,1.224,8188.24
1521417600000,1.396,8596.93
1521504000000,1.524,8904.02
1521590400000,1.517,8893.79
1521676800000,1.437,8704.67
1521763200000,1.525,8920.79
1521849600000,1.366,8547
1521936000000,1.328,8453.9
1522022400000,1.204,8149.66
1522108800000,1.056,7791.7
1522195200000,1.117,7932.41
1522281600000,0.77,7088.38
1522368000000,0.677,6850
1522454400000,0.711,6928.62
1522540800000,0.665,6813.52
1522627200000,0.766,7052.76
1522713600000,0.919,7416.27
1522800000000,0.665,6799.95
1522886400000,0.656,6771.69
1522972800000,0.596,6618.33
1523059200000,0.717,6904.9
1523145600000,0.767,7027.26
1523232000000,0.668,6780.1
1523318400000,0.692,6835.67
1523404800000,0.737,6940.94
1523491200000,1.141,7923.78
1523577600000,1.127,7896.92
1523664000000,1.168,8000.41
1523750400000,1.312,8354.22
1523836800000,1.185,8048.15
1523923200000,1.12,7890.87
1524009600000,1.234,8172.84
1524096000000,1.266,8271.31
1524182400000,1.502,8861
1524268800000,1.522,8920.71
1524355200000,1.465,8789.96
1524441600000,1.525,8946.95
1524528000000,1.802,9648
1524614400000,1.481,8864.99
1524700800000,1.639,9274.48
1524787200000,1.494,8921.43
1524873600000,1.663,9345.11
1524960000000,1.679,9393.99
1525046400000,1.613,9242.17
1525132800000,1.54,9066.9
1525219200000,1.596,9222
1525305600000,1.796,9732.43
1525392000000,1.776,9696.57
1525478400000,1.822,9823.28
1525564800000,1.739,9623.54
1525651200000,1.63,9359.52
1525737600000,1.552,9167.69
1525824000000,1.603,9308.49
1525910400000,1.486,9020.99
1525996800000,1.244,8411.42
1526083200000,1.271,8481.6
1526169600000,1.355,8696.58
1526256000000,1.333,8674.36
1526342400000,1.253,8474.99
1526428800000,1.203,8346.59
1526515200000,1.084,8067.03
1526601600000,1.156,8248.87
1526688000000,1.147,8231.2
1526774400000,1.259,8518.48
1526860800000,1.207,8391.76
1526947200000,1.047,7984.08
1527033600000,0.859,7502.89
1527120000000,0.892,7586.88
1527206400000,0.847,7471.18
1527292800000,0.795,7335.99
1527379200000,0.799,7347.39
1527465600000,0.71,7112.5
1527552000000,0.85,7469.45
1527638400000,0.814,7375.73
1527724800000,0.86,7492.28
1527811200000,0.868,7511.6
1527897600000,0.919,7642
1527984000000,0.942,7703.67
1528070400000,0.858,7488.26
1528156800000,0.909,7617.98
1528243200000,0.925,7658.57
1528329600000,0.936,7689.28
1528416000000,0.909,7618.11
1528502400000,0.86,7492.7
1528588800000,0.588,6781.17
1528675200000,0.63,6880.61
1528761600000,0.508,6557.67
1528848000000,0.417,6307.4
1528934400000,0.55,6646.1
1529020800000,0.453,6390.6
1529107200000,0.491,6487.92
1529193600000,0.479,6453.41
1529280000000,0.578,6707.5
1529366400000,0.59,6736.52
1529452800000,0.598,6756.58
1529539200000,0.583,6718.33
1529625600000,0.329,6050.45
1529712000000,0.379,6177.38
1529798400000,0.371,6153.4
1529884800000,0.411,6253.61
1529971200000,0.341,6068
1530057600000,0.384,6135.64
1530144000000,0.276,5848.33
1530230400000,0.414,6204.24
1530316800000,0.484,6385.71
1530403200000,0.475,6349.99
1530489600000,0.576,6612.98
1530576000000,0.536,6507.99
1530662400000,0.565,6584.25
1530748800000,0.546,6533.69
1530835200000,0.572,6596.53
1530921600000,0.635,6759.99
1531008000000,0.616,6706.6
1531094400000,0.601,6666.75
1531180800000,0.461,6299.46
1531267200000,0.494,6380
1531353600000,0.443,6243.88
1531440000000,0.434,6215.59
1531526400000,0.446,6243.98
1531612800000,0.486,6349.3
1531699200000,0.628,6721.04
1531785600000,0.851,7310.71
1531872000000,0.875,7374.88
1531958400000,0.91,7471.42
1532044800000,0.855,7330.84
1532131200000,0.884,7409.92
1532217600000,0.878,7396.6
1532304000000,0.999,7719.62
1532390400000,1.256,8403.83
1532476800000,1.165,8174.06
1532563200000,1.07,7926
1532649600000,1.165,8183.05
1532736000000,1.184,8237.74
1532822400000,1.173,8216.74
1532908800000,1.15,8160.21
1532995200000,0.985,7725.43
1533081600000,0.938,7602.01
1533168000000,0.913,7536.37
1533254400000,0.868,7416.98
1533340800000,0.716,7009.99
1533427200000,0.724,7032.61
1533513600000,0.689,6936.11
1533600000000,0.608,6717.68
1533686400000,0.447,6283.59
1533772800000,0.547,6543.76
1533859200000,0.397,6139.99
1533945600000,0.436,6239.98
1534032000000,0.463,6310.82
1534118400000,0.441,6252.63
1534204800000,0.422,6193.62
1534291200000,0.454,6272.3
1534377600000,0.47,6313.51
1534464000000,0.569,6580.15
1534550400000,0.501,6399.28
1534636800000,0.532,6481.99
1534723200000,0.449,6260.82
1534809600000,0.531,6479.27
1534896000000,0.485,6355.76
1534982400000,0.548,6525.01
1535068800000,0.61,6692.94
1535155200000,0.623,6732.4
1535241600000,0.61,6700.46
1535328000000,0.685,6904.51
1535414400000,0.749,7080.94
1535500800000,0.73,7032.96
1535587200000,0.71,6984.01
1535673600000,0.722,7017.35
1535760000000,0.784,7185.01
1535846400000,0.822,7290.31
1535932800000,0.81,7258.99
1536019200000,0.847,7361
1536105600000,0.594,6679.3
1536192000000,0.526,6493.09
1536278400000,0.493,6400
1536364800000,0.411,6178.31
1536451200000,0.433,6236.04
1536537600000,0.459,6301.99
1536624000000,0.452,6279.99
1536710400000,0.469,6322.45
1536796800000,0.532,6485.7
1536883200000,0.529,6476.51
1536969600000,0.545,6520.15
1537056000000,0.538,6499.98
1537142400000,0.447,6254.52
1537228800000,0.476,6332.34
1537315200000,0.497,6388.4
1537401600000,0.537,6492.98
1537488000000,0.634,6749.45
1537574400000,0.62,6710.01
1537660800000,0.617,6702.22
1537747200000,0.572,6581.52
1537833600000,0.517,6428.99
1537920000000,0.529,6461.51
1538006400000,0.611,6681.62
1538092800000,0.584,6610.76
1538179200000,0.573,6579.38
1538265600000,0.58,6597.81
1538352000000,0.571,6571.2
1538438400000,0.545,6500
1538524800000,0.53,6456.77
1538611200000,0.564,6547.56
1538697600000,0.576,6582.12
1538784000000,0.562,6544.08
1538870400000,0.575,6577.63
1538956800000,0.584,6604.75
1539043200000,0.579,6588.8
1539129600000,0.552,6517.55
1539216000000,0.426,6152.76
1539302400000,0.438,6185.15
1539388800000,0.444,6199.69
1539475200000,0.438,6183
1539561600000,0.534,6441.74
1539648000000,0.542,6461.2
1539734400000,0.534,6437.29
1539820800000,0.52,6396.18
1539907200000,0.514,6383.46
1539993600000,0.534,6412.86
1540080000000,0.534,6413.38
1540166400000,0.532,6406.06
1540252800000,0.528,6393.41
1540339200000,0.535,6411.96
1540425600000,0.529,6393.53
1540512000000,0.535,6406.1
1540598400000,0.536,6407.66
1540684800000,0.535,6405.57
1540771200000,0.484,6266.52
1540857600000,0.486,6269.46
1540944000000,0.499,6303.27
1541030400000,0.514,6340.99
1541116800000,0.517,6350.43
1541203200000,0.512,6335
1541289600000,0.543,6421.76
1541376000000,0.537,6403.2
1541462400000,0.553,6447.5
1541548800000,0.572,6501
1541635200000,0.537,6405.49
1541721600000,0.507,6325
1541808000000,0.516,6349.32
1541894400000,0.519,6357.54
1541980800000,0.505,6318
1542067200000,0.485,6260.91
1542153600000,0.244,5595.91
1542240000000,0.253,5585
1542326400000,0.228,5508.71
1542412800000,0.226,5503.36
1542499200000,0.247,5559.26
1542585600000,-0.047,4735.44
1542672000000,-0.174,4352
1542758400000,-0.102,4538.01
1542844800000,-0.195,4275.23
1542931200000,-0.187,4288.26
1543017600000,-0.368,3785.65
1543104000000,-0.307,3938.89
1543190400000,-0.379,3727.34
1543276800000,-0.357,3771.01
1543363200000,-0.191,4220.16
1543449600000,-0.181,4249.8
1543536000000,-0.278,3971.06
1543622400000,-0.219,4140.39
1543708800000,-0.232,4102.05
1543795200000,-0.334,3834.34
1543881600000,-0.32,3903.52
1543968000000,-0.375,3696.69
1544054400000,-0.457,3437.26
1544140800000,-0.473,3380.68
1544227200000,-0.464,3398.8
1544313600000,-0.416,3529.75
1544400000000,-0.457,3408
1544486400000,-0.469,3353.42
1544572800000,-0.439,3430.18
1544659200000,-0.498,3262.73
1544745600000,-0.519,3195.75
1544832000000,-0.523,3179.54
1544918400000,-0.516,3193.78
1545004800000,-0.404,3496.73
1545091200000,-0.337,3667.16
1545177600000,-0.329,3684.5
1545264000000,-0.186,4073.77
1545350400000,-0.269,3841.08
1545436800000,-0.217,3980.9
1545523200000,-0.23,3943.83
1545609600000,-0.195,4036
1545696000000,-0.288,3779.99
1545782400000,-0.276,3810.01
1545868800000,-0.354,3591.69
1545955200000,-0.244,3884.97
1546041600000,-0.299,3725.48
1546128000000,-0.257,3835.79
1546214400000,-0.308,3693.3
1546300800000,-0.259,3823.44
1546387200000,-0.236,3885.87
1546473600000,-0.27,3787.81
1546560000000,-0.259,3817.71
1546646400000,-0.268,3791.84
1546732800000,-0.175,4040.71
1546819200000,-0.188,4005.45
1546905600000,-0.19,3994.9
1546992000000,-0.188,4002.13
1547078400000,-0.319,3627.51
1547164800000,-0.307,3632.02
1547251200000,-0.312,3617.13
1547337600000,-0.348,3515.95
1547424000000,-0.293,3664.28
1547510400000,-0.325,3576.93
1547596800000,-0.315,3605.91
1547683200000,-0.302,3638.01
1547769600000,-0.312,3609.21
1547856000000,-0.285,3681
1547942400000,-0.337,3536.72
1548028800000,-0.338,3531.51
1548115200000,-0.318,3576.81
1548201600000,-0.326,3552.32
1548288000000,-0.319,3570.73
1548374400000,-0.322,3560
1548460800000,-0.323,3555.56
1548547200000,-0.33,3533.23
1548633600000,-0.367,3429.5
1548720000000,-0.379,3390.5
1548806400000,-0.36,3437.35
1548892800000,-0.368,3413.11
1548979200000,-0.359,3434.83
1549065600000,-0.348,3462.82
1549152000000,-0.365,3414.82
1549238400000,-0.365,3410.87
1549324800000,-0.357,3431.39
1549411200000,-0.38,3364.62
1549497600000,-0.381,3359.33
1549584000000,-0.283,3622.94
1549670400000,-0.283,3622.62
1549756800000,-0.272,3650.37
1549843200000,-0.294,3588.7
1549929600000,-0.294,3585.94
1550016000000,-0.295,3574.93
1550102400000,-0.3,3560.46
1550188800000,-0.297,3566.29
1550275200000,-0.29,3579.92
1550361600000,-0.273,3625.6
1550448000000,-0.182,3869.8
1550534400000,-0.175,3888.46
1550620800000,-0.158,3936.53
1550707200000,-0.17,3900.4
1550793600000,-0.156,3939.82
1550880000000,-0.091,4113.53
1550966400000,-0.231,3730.68
1551052800000,-0.197,3820.71
1551139200000,-0.206,3795.06
1551225600000,-0.204,3798.47
1551312000000,-0.206,3791.36
1551398400000,-0.2,3807.05
1551484800000,-0.198,3810.46
1551571200000,-0.206,3789.52
1551657600000,-0.238,3698.66
1551744000000,-0.184,3844.07
1551830400000,-0.181,3851.55
1551916800000,-0.179,3856.64
1552003200000,-0.183,3844.64
1552089600000,-0.156,3916.43
1552176000000,-0.162,3897.92
1552262400000,-0.18,3849.25
1552348800000,-0.175,3859.74
1552435200000,-0.179,3848.48
1552521600000,-0.176,3854.77
1552608000000,-0.159,3901.21
1552694400000,-0.125,3990
1552780800000,-0.134,3965.5
1552867200000,-0.132,3969.59
1552953600000,-0.121,3998.13
1553040000000,-0.109,4031.59
1553126400000,-0.13,3974.21
1553212800000,-0.126,3982.07
1553299200000,-0.126,3982.52
1553385600000,-0.13,3969.99
1553472000000,-0.152,3910.51
1553558400000,-0.147,3922.58
1553644800000,-0.109,4025.5
1553731200000,-0.113,4012.23
1553817600000,-0.085,4090
1553904000000,-0.083,4094.92
1553990400000,-0.082,4096.08
1554076800000,-0.067,4136.32
1554163200000,0.212,4899.63
1554249600000,0.239,4978.23
1554336000000,0.211,4907.94
1554422400000,0.26,5039.73
1554508800000,0.26,5041.39
1554595200000,0.315,5190.85
1554681600000,0.35,5287.88
1554768000000,0.314,5192.6
1554854400000,0.361,5323.47
1554940800000,0.256,5040.2
1555027200000,0.268,5076.35
1555113600000,0.263,5063.63
1555200000000,0.301,5162.72
1555286400000,0.251,5027.31
1555372800000,0.316,5202.43
1555459200000,0.326,5233.72
1555545600000,0.344,5281.58
1555632000000,0.343,5289.91
1555718400000,0.353,5318.89
1555804800000,0.344,5295.65
1555891200000,0.378,5386.8
1555977600000,0.43,5531.32
1556064000000,0.398,5440.95
1556150400000,0.284,5132.55
1556236800000,0.294,5155.19
1556323200000,0.299,5168.91
1556409600000,0.296,5160.98
1556496000000,0.293,5149.11
1556582400000,0.336,5269
1556668800000,0.36,5318.42
1556755200000,0.384,5385
1556841600000,0.484,5658.22
1556928000000,0.523,5764.65
1557014400000,0.501,5709.32
1557100800000,0.49,5685.46
1557187200000,0.514,5751.54
1557273600000,0.582,5940.89
1557360000000,0.66,6156.7
1557446400000,0.727,6342.84
1557532800000,1.044,7217.47
1557619200000,0.949,6974.35
1557705600000,1.248,7810.05
1557792000000,1.302,7986
1557878400000,1.372,8208.69
1557964800000,1.239,7880
1558051200000,1.043,7351.71
1558137600000,1.008,7260.12
1558224000000,1.352,8200
1558310400000,1.276,8005.64
1558396800000,1.255,7955.16
1558483200000,1.131,7624.95
1558569600000,1.223,7880.22
1558656000000,1.262,7999.02
1558742400000,1.284,8064.64
1558828800000,1.525,8733.26
1558915200000,1.533,8770.73
1559001600000,1.508,8717.96
1559088000000,1.462,8663.41
1559174400000,1.318,8277.76
1559260800000,1.413,8547.2
1559347200000,1.413,8556.27
1559433600000,1.476,8734.49
1559520000000,1.241,8103.64
1559606400000,1.088,7665.53
1559692800000,1.132,7785.94
1559779200000,1.138,7806.07
1559865600000,1.207,8001.25
1559952000000,1.181,7932.27
1560038400000,1.07,7632.99
1560124800000,1.208,8021.1
1560211200000,1.169,7919.1
1560297600000,1.26,8176.27
1560384000000,1.28,8238
1560470400000,1.441,8697.54
1560556800000,1.496,8857.19
1560643200000,1.534,8974.19
1560729600000,1.658,9333.48
1560816000000,1.562,9078.84
1560902400000,1.628,9278.27
1560988800000,1.715,9534.99
1561075200000,1.955,10222.12
1561161600000,2.103,10661.3
1561248000000,2.157,10831.95
1561334400000,2.218,11029.63
1561420800000,2.464,11751.01
1561507200000,2.853,12920.54
1561593600000,2.209,11153.74
1561680000000,2.619,12354.43
1561766400000,2.433,11858.62
1561852800000,2.032,10760.1
1561939200000,1.963,10577.43
1562025600000,2.047,10828.9
1562112000000,2.441,11967.43
1562198400000,2.14,11146.34
1562284800000,2.084,10997.84
1562371200000,2.165,11240
1562457600000,2.242,11469.96
1562544000000,2.518,12286.14
1562630400000,2.606,12567.23
1562716800000,2.424,12098.95
1562803200000,2.156,11349.24
1562889600000,2.308,11808.91
1562976000000,2.153,11378.79
1563062400000,1.737,10191.87
1563148800000,1.963,10850
1563235200000,1.461,9412.81
1563321600000,1.557,9699.35
1563408000000,1.88,10648.6
1563494400000,1.835,10535.43
1563580800000,1.906,10750.11
1563667200000,1.849,10600.24
1563753600000,1.753,10328.83
1563840000000,1.585,9847.02
1563926400000,1.55,9763.67
1564012800000,1.589,9883.96
1564099200000,1.573,9846.94
1564185600000,1.446,9481.37
1564272000000,1.463,9533.19
1564358400000,1.415,9495.39
1564444800000,1.447,9593.62
1564531200000,1.613,10085.34
1564617600000,1.721,10407.71
1564704000000,1.759,10529.51
1564790400000,1.855,10821.52
1564876800000,1.908,10986.96
1564963200000,2.174,11800
1565049600000,2.051,11470
1565136000000,2.214,11971.57
1565222400000,2.209,11983.43
1565308800000,2.161,11859.32
1565395200000,1.958,11273.2
1565481600000,2.04,11528.73
1565568000000,1.987,11385.11
1565654400000,1.805,10862.28
1565740800000,1.518,10022.99
1565827200000,1.61,10301.44
1565913600000,1.626,10354.34
1566000000000,1.576,10210.89
1566086400000,1.611,10318.99
1566172800000,1.813,10927.3
1566259200000,1.756,10772.22
1566345600000,1.54,10134.75
1566432000000,1.531,10112.01
1566518400000,1.619,10401.6
1566604800000,1.533,10149.7
1566691200000,1.527,10136.75
1566777600000,1.599,10360.97
1566864000000,1.532,10167.29
1566950400000,1.378,9711.78
1567036800000,1.304,9490
1567123200000,1.334,9579.75
1567209600000,1.338,9594.15
1567296000000,1.394,9767.53
1567382400000,1.596,10384.48
1567468800000,1.67,10617.61
1567555200000,1.656,10586.26
1567641600000,1.649,10573.66
1567728000000,1.545,10311.09
1567814400000,1.6,10484.39
1567900800000,1.57,10400.18
1567987200000,1.537,10307.45
1568073600000,1.466,10096
1568160000000,1.478,10154.46
1568246400000,1.564,10420.34
1568332800000,1.544,10368.65
1568419200000,1.538,10355.37
1568505600000,1.52,10305.74
1568592000000,1.506,10269.98
1568678400000,1.48,10195.73
1568764800000,1.462,10152.09
1568851200000,1.5,10271.53
1568937600000,1.464,10169.02
1569024000000,1.403,9985.28
1569110400000,1.413,10020.58
1569196800000,1.302,9682.19
1569283200000,0.93,8536.82
1569369600000,0.899,8432.16
1569456000000,0.782,8055.03
1569542400000,0.826,8187.72
1569628800000,0.836,8218.07
1569715200000,0.781,8047.6
1569801600000,0.863,8298.45
1569888000000,0.871,8319.01
1569974400000,0.889,8373.42
1570060800000,0.846,8239.92
1570147200000,0.818,8152.07
1570233600000,0.815,8145.17
1570320000000,0.721,7854.12
1570406400000,0.835,8205.53
1570492800000,0.826,8178.54
1570579200000,0.958,8586.34
1570665600000,0.956,8582.11
1570752000000,0.854,8265.55
1570838400000,0.866,8303.43
1570924800000,0.859,8282.96
1571011200000,0.876,8362.99
1571097600000,0.81,8155.13
1571184000000,0.759,7995.89
1571270400000,0.784,8073.32
1571356800000,0.746,7955.08
1571443200000,0.748,7960.49
1571529600000,0.837,8235.74
1571616000000,0.83,8213.65
1571702400000,0.769,8025.9
1571788800000,0.592,7470.77
1571875200000,0.584,7435
1571961600000,0.979,8662.66
1572048000000,1.165,9252.75
1572134400000,1.261,9557.08
1572220800000,1.147,9216.44
1572307200000,1.212,9426.94
1572393600000,1.125,9159.94
1572480000000,1.12,9150.07
1572566400000,1.149,9250.45
1572652800000,1.165,9304.75
1572739200000,1.133,9207
1572825600000,1.197,9410.76
1572912000000,1.172,9320.14
1572998400000,1.179,9344.78
1573084800000,1.131,9199.36
1573171200000,0.993,8767.37
1573257600000,1.007,8812.21
1573344000000,1.075,9024.49
1573430400000,0.977,8720.36
1573516800000,1.006,8813.91
1573603200000,0.983,8755.24
1573689600000,0.945,8636.9
1573776000000,0.89,8463.49
1573862400000,0.896,8484.63
1573948800000,0.901,8499.31
1574035200000,0.796,8170.65
1574121600000,0.781,8121.63
1574208000000,0.771,8088.44
1574294400000,0.621,7611.51
1574380800000,0.521,7285.85
1574467200000,0.534,7320.39
1574553600000,0.403,6908.36
1574640000000,0.473,7122.14
1574726400000,0.487,7159.22
1574812800000,0.606,7527.84
1574899200000,0.577,7436.72
1574985600000,0.678,7753.69
1575072000000,0.614,7550.67
1575158400000,0.571,7412.66
1575244800000,0.539,7309.64
1575331200000,0.537,7300.43
1575417600000,0.506,7197.78
1575504000000,0.568,7390.42
1575590400000,0.617,7541.79
1575676800000,0.605,7502.65
1575763200000,0.611,7524.26
1575849600000,0.553,7340.52
1575936000000,0.515,7216.07
1576022400000,0.513,7207.42
1576108800000,0.507,7188.42
1576195200000,0.529,7257.47
1576281600000,0.467,7059.03
1576368000000,0.485,7115.08
1576454400000,0.412,6882.19
1576540800000,0.328,6612.3
1576627200000,0.544,7286.91
1576713600000,0.501,7149.57
1576800000000,0.515,7194.11
1576886400000,0.5,7147.4
1576972800000,0.615,7509.7
1577059200000,0.553,7316.17
1577145600000,0.533,7251.52
1577232000000,0.518,7195.79
1577318400000,0.516,7188.3
1577404800000,0.535,7246
1577491200000,0.551,7296.24
1577577600000,0.579,7385.54
1577664000000,0.528,7220.24
1577750400000,0.512,7168.36
1577836800000,0.516,7178.68
1577923200000,0.443,6950.56
1578009600000,0.566,7338.91
1578096000000,0.568,7344.48
1578182400000,0.572,7356.7
1578268800000,0.7,7762.74
1578355200000,0.824,8159.01
1578441600000,0.787,8044.44
1578528000000,0.71,7806.78
1578614400000,0.833,8200
1578700800000,0.775,8016.22
1578787200000,0.826,8180.76
1578873600000,0.802,8105.01
1578960000000,1.021,8813.04
1579046400000,1.016,8809.17
1579132800000,0.982,8710.15
1579219200000,1.038,8892.63
1579305600000,1.042,8908.53
1579392000000,0.975,8696.6
1579478400000,0.952,8625.17
1579564800000,0.98,8717.89
1579651200000,0.96,8655.93
1579737600000,0.872,8378.44
1579824000000,0.884,8422.13
1579910400000,0.855,8329.5
1579996800000,0.936,8590.48
1580083200000,1.031,8894.54
1580169600000,1.187,9400
1580256000000,1.148,9289.18
1580342400000,1.211,9500
1580428800000,1.153,9327.85
1580515200000,1.167,9377.17
1580601600000,1.152,9329.39
1580688000000,1.137,9288.09
1580774400000,1.095,9159.37
1580860800000,1.237,9618.42
1580947200000,1.274,9754.63
1581033600000,1.282,9803.42
1581120000000,1.31,9902
1581206400000,1.392,10173.97
1581292800000,1.285,9850.01
1581379200000,1.412,10268.98
1581465600000,1.434,10348.78
1581552000000,1.393,10228.67
1581638400000,1.433,10364.04
1581724800000,1.287,9899.78
1581811200000,1.289,9912.89
1581897600000,1.221,9697.15
1581984000000,1.368,10185.17
1582070400000,1.183,9595.72
1582156800000,1.188,9612.76
1582243200000,1.213,9696.13
1582329600000,1.203,9668.13
1582416000000,1.294,9965.21
1582502400000,1.195,9652.58
1582588800000,1.085,9305.4
1582675200000,0.923,8779.36
1582761600000,0.935,8816.5
1582848000000,0.9,8703.84
1582934400000,0.846,8527.74
1583020800000,0.846,8528.95
1583107200000,0.965,8917.34
1583193600000,0.914,8755.45
1583280000000,0.918,8753.28
1583366400000,1.014,9066.65
1583452800000,1.04,9153.79
1583539200000,0.959,8893.93
1583625600000,0.694,8033.7
1583712000000,0.666,7936.25
1583798400000,0.653,7885.92
1583884800000,0.672,7934.57
1583971200000,-0.247,4841.67
1584057600000,0.005,5622.74
1584144000000,-0.129,5169.37
1584230400000,-0.073,5343.64
1584316800000,-0.162,5033.42
1584403200000,-0.069,5324.99
1584489600000,-0.042,5406.92
1584576000000,0.196,6181.18
1584662400000,0.208,6210.14
1584748800000,0.201,6187.78
1584835200000,0.085,5813.15
1584921600000,0.295,6493.51
1585008000000,0.378,6768.64
1585094400000,0.355,6692.22
1585180800000,0.375,6760.72
1585267200000,0.258,6376.03
1585353600000,0.221,6253.08
1585440000000,0.104,5870.9
1585526400000,0.271,6407.77
1585612800000,0.276,6421.14
1585699200000,0.352,6652.07
1585785600000,0.398,6801.99
1585872000000,0.38,6742.57
1585958400000,0.422,6879.61
1586044800000,0.39,6775.2
1586131200000,0.565,7352.43
1586217600000,0.52,7202.73
1586304000000,0.57,7367.36
1586390400000,0.546,7293.93
1586476800000,0.424,6877.03
1586563200000,0.426,6883.18
1586649600000,0.434,6908.24
1586736000000,0.421,6864.22
1586822400000,0.426,6879.75
1586908800000,0.346,6619
1586995200000,0.498,7111.67
1587081600000,0.471,7024.19
1587168000000,0.544,7262.26
1587254400000,0.502,7126.4
1587340800000,0.414,6841
1587427200000,0.419,6854.98
1587513600000,0.506,7137.79
1587600000000,0.612,7484.58
1587686400000,0.617,7505.53
1587772800000,0.629,7547.56
1587859200000,0.676,7701.73
1587945600000,0.699,7786.41
1588032000000,0.693,7767.79
1588118400000,0.995,8790.32
1588204800000,0.94,8627.32
1588291200000,1,8832.44
1588377600000,1.045,8983.79
1588464000000,1.022,8915.98
1588550400000,1.01,8882.87
1588636800000,1.055,9034.85
1588723200000,1.088,9154.32
1588809600000,1.337,10000
1588896000000,1.271,9801.35
1588982400000,1.191,9546.56
1589068800000,0.941,8731.17
1589155200000,0.894,8571.98
1589241600000,0.971,8825.46
1589328000000,1.118,9315.5
1589414400000,1.261,9793.5
1589500800000,1.111,9306.21
1589587200000,1.135,9389.07
1589673600000,1.218,9665.7
1589760000000,1.231,9721.91
1589846400000,1.248,9787.65
1589932800000,1.164,9516.51
1590019200000,1.026,9062.47
1590105600000,1.059,9171.96
1590192000000,1.061,9183.46
1590278400000,0.92,8718.77
1590364800000,0.977,8903.56
1590451200000,0.957,8840.91
1590537600000,1.068,9210
1590624000000,1.178,9577.38
1590710400000,1.13,9421.04
1590796800000,1.215,9705.1
1590883200000,1.135,9446.19
1590969600000,1.359,10203.64
1591056000000,1.153,9525.73
1591142400000,1.194,9668.99
1591228800000,1.229,9791.92
1591315200000,1.176,9619.99
1591401600000,1.19,9669.85
1591488000000,1.213,9750.04
1591574400000,1.22,9783
1591660800000,1.216,9776.84
1591747200000,1.25,9894.32
1591833600000,1.06,9264.26
1591920000000,1.119,9463.07
1592006400000,1.121,9473.46
1592092800000,1.077,9329.99
1592179200000,1.108,9435.15
1592265600000,1.135,9530.3
1592352000000,1.113,9461.29
1592438400000,1.082,9374.78
1592524800000,1.061,9304.32
1592611200000,1.075,9355.46
1592697600000,1.053,9283.03
1592784000000,1.171,9683.12
1592870400000,1.152,9622.81
1592956800000,1.051,9286.06
1593043200000,1.036,9239.48
1593129600000,1.007,9158.26
1593216000000,0.962,9009.3
1593302400000,0.994,9118.01
1593388800000,1.015,9188.88
1593475200000,0.997,9132.96
1593561600000,1.026,9233.38
1593648000000,0.984,9092.92
1593734400000,0.974,9063.08
1593820800000,0.996,9138.52
1593907200000,0.977,9076.82
1593993600000,1.057,9348.22
1594080000000,1.029,9257.16
1594166400000,1.08,9437.16
1594252800000,1.019,9234.9
1594339200000,1.033,9283.53
1594425600000,1.019,9238.3
1594512000000,1.038,9306.17
1594598400000,1.016,9233.1
1594684800000,1.02,9251.59
1594771200000,1.001,9190.07
1594857600000,0.983,9132.87
1594944000000,0.99,9156.5
1595030400000,0.996,9177.43
1595116800000,1.005,9211.99
1595203200000,0.99,9162.43
1595289600000,1.057,9391.25
1595376000000,1.099,9539.51
1595462400000,1.121,9617.2
1595548800000,1.099,9547.91
1595635200000,1.146,9710.98
1595721600000,1.213,9944.65
1595808000000,1.532,11046.19
1595894400000,1.494,10939.27
1595980800000,1.541,11111.17
1596067200000,1.537,11112.12
1596153600000,1.605,11356.74
1596240000000,1.737,11817.49
1596326400000,1.514,11071.66
1596412800000,1.556,11236.39
1596499200000,1.54,11192.42
1596585600000,1.7,11755.24
1596672000000,1.696,11770.08
1596758400000,1.64,11600.85
1596844800000,1.686,11776.9
1596931200000,1.655,11683.03
1597017600000,1.714,11895.12
1597104000000,1.562,11392.64
1597190400000,1.61,11565.35
1597276800000,1.673,11793.26
1597363200000,1.665,11779.77
1597449600000,1.683,11852.2
1597536000000,1.698,11914.02
1597622400000,1.803,12298.38
1597708800000,1.7,11958.1
1597795200000,1.64,11757.55
1597881600000,1.666,11859.37
1597968000000,1.568,11531.74
1598054400000,1.605,11667.7
1598140800000,1.597,11644.65
1598227200000,1.628,11761.8
1598313600000,1.5,11328.88
1598400000000,1.539,11469.3
1598486400000,1.497,11330
1598572800000,1.553,11536.58
1598659200000,1.533,11471.71
1598745600000,1.6,11708.97
1598832000000,1.58,11655
1598918400000,1.653,11923.96
1599004800000,1.499,11398.44
1599091200000,1.144,10160
1599177600000,1.229,10456.32
1599264000000,1.145,10167.19
1599350400000,1.172,10260.17
1599436800000,1.205,10377.14
1599523200000,1.132,10123.96
1599609600000,1.163,10232.8
1599696000000,1.194,10342.59
1599782400000,1.208,10393.04
1599868800000,1.222,10443.33
1599955200000,1.19,10334.78
1600041600000,1.286,10675.15
1600128000000,1.315,10783.83
1600214400000,1.361,10951.54
1600300800000,1.355,10940.47
1600387200000,1.351,10931.2
1600473600000,1.39,11077.22
1600560000000,1.345,10923.5
1600646400000,1.198,10411.29
1600732800000,1.231,10534.31
1600819200000,1.145,10233.42
1600905600000,1.29,10744.02
1600992000000,1.272,10689.81
1601078400000,1.282,10729.09
1601164800000,1.296,10780.66
